Link,Id,Product_Category,Product_Name,Rating,Review_Rating,Review_Title,Review_Text,Review_Date,Review_Date
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,very good quality.,"Very goo product, very good quality.",01-27-2017,01-27-2017
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Good camera,It is a good Nikon camera.  I use it frequently for photos and for movies.,01-06-2017,01-06-2017
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Excellent.,"The camera is as good as any dslr. I have been using for 8 years. Great complement to fx camera. If want to have camera for all time and good price buy this.
Nikon d 810 is sharper only if you are shooting moon.
Great photos up to iso 800.
Flash is necessary for indoor photos.",01-02-2017,01-02-2017
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,I bought the body only to replace my D5100 and I could not be happier. There are too many features to give detailed ...,"If you want to try out newer technology from Nikon without breaking the bank then this camera is for you.
It is a step up from the D5XXX series and it fits in the Mid range category for Nikon DSLR's
I bought this camera recently. I bought the body only to replace my D5100 and I could not be happier.

There are too many features  to give detailed reviews but suffice to say it is a great camera. I particularly like the extra buttons for WB,ISO etc. There are two user settings (U1 and U2) on the dial that you can setup and customize to your needs. I set one up for general portraits and the other is for when I like to shoot some nice landscape photos. I took the attached photograph using the D7000 and loved the result",11-14-2016,11-14-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Power House Nikon,Great little power horse camera for those that don't have lot of money and who are looking to get into photography. Plus with the built in autofocus motor allow you to use mostly any nikon or nikon mount lens,11-06-2016,11-06-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,Its a great deal,10-25-2016,10-25-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Nice.,Very nice product. I'm very pleased with my purchased.,10-14-2016,10-14-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,"its form an open box,",10-08-2016,10-08-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,Best DX camera out there. I own 2 of these.,09-26-2016,09-26-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,"Great camera. It's been passed by the newer versions, but still, for a DX sensor, it produces great images.",09-05-2016,09-05-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Awesome camera to learn on,"This is a great older camera to learn on that not a watered down version of a DSLR like a entry level Nikon d3300 or a canon t3 rebel. This camera has many options and does well in dark areas.....I use it with a 50mm f1.2 lens 90% of the time with this camera and always get great images. I would buy this camera body only and buy a better lens separately. Don't be fooled by the ""16"" megapixels....the image quality is great",08-20-2016,08-20-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,... the camera for the last 8 years still works good like it did the day I bought,Have had the camera for the last 8 years still works good like it did the day I bought ir,08-05-2016,08-05-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,2nd d7000 i own. the last one lasted 2 ...,"2nd d7000 i own. the last one lasted 2 years, and over 300,000 shots were taken before the shutter broke. which is amazingly more than the shutter usually lasts i read.",07-29-2016,07-29-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Impressive set of features for a great price.,"This is a very nice camera for Nikon fans.  I had used an older Nikon D50 for the last ten years and while it still works great with no issues just finally felt it was getting outdated. I will keep it for a rainy day and a backup but decided on the D7000 for my new replacement. While this model at the time of my purchase has been replaced by the D7100 and now the D7200 both of those are SUBSTANTIALLY more expensive with modest improvements in features.

After browsing around I found this now discontinued camera new sealed in the box with full warranty for a great price. I am well pleased. This model is light years ahead of where I was and takes great photos.............

I would highly recommend this series to any serious amateur photographer. While it is probably a step below what a pro would use it is definitely several steps up from the 3000 and 5000 series camera..............",07-05-2016,07-05-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,This is an excellent camera unfortunately I purchased it in haste I could've ...,This is an excellent camera unfortunately I purchased it in haste I could've saved over $150 using a different vendor.,06-26-2016,06-26-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Works as advertised,Robust yet user friendly.,06-18-2016,06-18-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,Four Stars,Photos are excellent. Great button controls for power users. Video leaves a bit to be desired.,06-13-2016,06-13-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Outstanding camera great value.,"When my D300 started having focusing issues I bough the D7000 as a temporary fix until the D500 was available. after using the camera for awhile I have been extremely impressed. Had I known how big an Improvement the D7000 was over the D300 I would have bough the camera 6 years ago. Lowlight high ISO performance is outstanding. I have only used the camera with the Nikon 200-500mm lens, so focusing is not extremely fast, but is the equal to my D300. Burst rate is equal to the D300. I have not used the video function so I can't speak to that function. Although the control layout is very different, I have found it to be intuitive and easy to use. At the moment, other than burst rate, I have no need to upgrade to the D500.",06-06-2016,06-06-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,I have two of these and really like them,05-14-2016,05-14-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Fantastic product and customer service.,Seller was helpful to answer all my questions. Camera arrived as expected and looked new. Works great. Great intermediate camera!,04-18-2016,04-18-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,1,Import model HK. Sold by Think BIG. Listed ...,Import model HK. Sold by Think BIG. Listed as having a one year us warranty under product information. Buyer BEWARE,04-01-2016,04-01-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,A wonderful camera. Still learning all the fine points,"A wonderful camera.  Still learning all the fine points, but this is definitely a great camera.  A side benefit for me is that the lens that had come with my old Nikon N65 FILM camera (remember those?) and the telephoto lens that I later bought for the N65 work on the D7000 Nikon.",03-24-2016,03-24-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,Good buy,There are newer versions but this is a solid performer,03-24-2016,03-24-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,all ok,03-22-2016,03-22-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Great quality images,"I bought this camera for my wife on a recommendation from a professional photographer friend of ours. It is probably a little to much of a camera for a lot of people, but if your looking for professional quality pics this is a great camera. I would suggest a lens with more zoom, as we don't use the included one to often.",03-18-2016,03-18-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Love my D7000 even in 2016,"Owned this camera before, sold it just to buy another. This one came in and i was a little worried because some of the buttons were stiff but I didn't mind ill probably put some oil or something on it. But great camera. I use it as my shoot around camera. I own a D600 & D750 for more serious shooting, but you can get great images from the d7000 just as professional as the other cameras out there.",03-16-2016,03-16-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Awesome camera and perfect for any photographer from beginner to professional!,,03-14-2016,03-14-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,The best camera I've worked with to date,03-07-2016,03-07-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,Very useful starter DSLR,"Very useful starter DSLR. I don't need anything too crazy, and this takes awesome pictures without having to do a ton of work with the settings.",03-01-2016,03-01-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Nikon D7000,Yeah it doesn't have WIFI or GPS or as many pixels but I'm happy I bought it for less than half the price of a D7200.,02-28-2016,02-28-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Wonderful DX format camera,"Wonderful DX format camera; probably the last DX format camera you'll use before upgrading to FX. The D7XXX series are wonderful cameras. Usable images up to ISO 3200 with good lenses, dual SD card slots, and great continuous shooting modes.",02-26-2016,02-26-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Worked good for me,A good camera in the dx family,02-23-2016,02-23-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,Good buy.,02-19-2016,02-19-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,"Awesome easy to operate camera, takes beautiful pics.",02-16-2016,02-16-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,4,good camera,Great for people shots and action.  Prefer Olympus e-p series for scenery.,02-12-2016,02-12-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,I resisted at first coming off fantastic Canon technologies but will admit to be convinced that ...,I am still a Canon fan but have to admit that the D7000 is a charming piece of equipment. I resisted at first coming off fantastic Canon technologies but will admit to be convinced that Nikon merits its praises.,02-10-2016,02-10-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,nice,02-05-2016,02-05-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,Best camera I've ever owned. Operates like a dream!,01-31-2016,01-31-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,WOW!,"Wow!  I've had this camera a week, and I know NOTHING about photography, but just on the auto and scene settings have taken some awesome night time shots.  I used the lens that came with the camera.  After several people asked me on FB what camera I used, another friend whose pictures I've been admiring said she has the same camera.  I'll add one really needs a tripod, and take several shots because some will blur, but the ones that don't....Well, without much ado, ""a picture is worth a thousand words.""",01-27-2016,01-27-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,"Good camera, but",Very nice but too expensive to work. had to return it.,01-20-2016,01-20-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,The best Camara,Excellent camera. I feel so happy because the quality is the best.,01-20-2016,01-20-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,One of the best DSLR cameras ever made by Nikon,"One of the best DSLR cameras ever made by Nikon.  It is built strong and made to last indefinitely and accepts most, if not all, of Nikon's
DSLR lens on the market. If you want a great Nikon SLR camera, you will not go wrong by buying the Nikon D7000, even though it is dated by today's ever-changing technology standards.",01-20-2016,01-20-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,I was going to buy a cheaper one than this but I had two excellent zoom auto-focus lenses which don't have motors in the ...,"So far I've bought a newer Nikon SLR every 20 years (my first was a used FTN, then a new F-801 - guess I'll have time for one more after this one :).  I was going to buy a cheaper one than this but I had two excellent zoom auto-focus lenses which don't have motors in the lens itself so needed to move up a notch to this one.  Overall it was cheaper to pay the extra money for the camera.

What can I say; it's a really nice camera.",01-12-2016,01-12-2016
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,As expected!,"Great!  Fast shipping and perfect product. I purchased this for my daughter who had her camera stolen out of her car.  Don't leave valuables in your car at the Lincoln City factory outlets!  The mall and police do nothing to discourage thefts there and actually hide it from the public and refuse to install cameras in the parking lot.  My daughter actually found her stolen camera being sold on Craigslist based on scratch marks, and the police would do nothing about it.",12-21-2015,12-21-2015
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Five Stars,One of the riskiest purchase I have ever done by Amazon but no regrets. It works perfectly.,12-15-2015,12-15-2015
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Outstanding performer.,"This is not a professional review but over the decades I have shot several hundred thousand pictures and have always upgraded my equipment to keep up with the improvements in technology. This is my latest upgrade and a very happy one at that. Recently I shot several hundred sports action shots with this camera with just the silly sport pre-set. I always thought that was just for point and shoots. And I still can't believe the resulting pictures of athletes moving full speed with direction changes and changing background with twenty sequence shots in about three seconds in each set. Every shot properly exposed, the action stopped dead in the air and everything in sharp focus using an AF-S Nikkor 18-200mm 1:3.5-5.6 zoom. Over the decades I have used Kodak, Minolta, Canon with every kind of telephoto and zoom lens available. Never had one that could do what this thing does. Of course the lens helps. And for those older people who remember that at one time the ultimate portrait was a Life Magazine cover, this set up can match that too.",12-14-2015,12-14-2015
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Could not be happier. As compared to the d5200 below,"Purchased about 8 months ago on clearance wehn the D7200 were making the rounds.  Could not be happier.  As compared to the d5200 below, much heavier bigger better feeling body with more accessible controls.",12-08-2015,12-08-2015
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Still cranking out some great images. I've had mine in Alaska sever times,"Thought I'd chime in after 3+ years of use. Still cranking out some great images. I've had mine in Alaska several times as well as Iceland, Africa, Nepal and it's never let me down. I'm thinking of going FF but this is still getting the job done. This is a great camera at 1/2 the price I paid for it. If you on the fence buy it you won't be disappointed.",12-05-2015,12-05-2015
https://www.amazon.com/Nikon-D7000-DSLR-Body-Only/dp/B0042X9LC4?th=1,29,Electronics,Nikon D7000 DSLR (Body Only) (OLD MODEL),4.6,5,Best crop sensor for the money.,Amazing camera. Can't beat it for the price. Can focus AF/AFD lenses and meters with AI/AIS.,12-01-2015,12-01-2015
