Link,Id,Product_Category,Product_Name,Rating,Review_Rating,Review_Title,Review_Text,Review_Date
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Very good range hood,"Very nice range hood.  Looks perfect.  Good fan, and not too loud (though you can hear it for sure).  The lights are great - they swivel to point where you want them to.",04-25-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Powerful and effective,"This hood is great. It has a nice look to it and is very effective. I just applied three coat of seasoning to a new carbon steel wok, which generated a ton of smoke. This hood didn't skip a beat. There was no smoke buil up in the kitchen.",04-15-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,great and good quality,04-10-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,Works as expected. time will tell as to how long it last.,04-10-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,4,Works well and easy to clean,Installed a week ago and we are sastify with this product.  Helps to eliminate the food odor when we cook.,04-07-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,installs easily. Very powerful fan,"looks fabulous, installs easily. Very powerful fan, we only run it on 1, never on 2, 3, or 4.",03-15-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,760CFM isn't that much and only on loudest setting.,"In search of replacement as for 760 CFM that's only on the highest setting and any fatty food cooked below it will fill the house with smoke as this just barely handles any meats I grill indoor under it.  Highest setting is so loud we need can barely talk to each other.  Very, very disappointed that this just doesn't handle it's primary function.",03-14-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,Also the hood is pretty darn loud,Some of these hoods have a factory defect at the rear bend in metal..not dented in shipping. Also the hood is pretty darn loud..but they look nice and have serious suction.,02-25-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Great hood range,"This was the last item for my kitchen remodel.  It completed the look for the kitchen.  The range hood works great.  The sound didn't seem to loud to me, but the previous one I had was super loud so this was an improvement.  I had a friend install and a roofer and a vent up.  Set up was easy to install.",02-09-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,"Looks good. Easy DIY Install, Fan is LOUD any setting.","Plastic vent is 6 not 8  Looks good, easy install. Fan is loud any setting.",02-01-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,Neither light works any longer. It's not the lamps ...,"Neither light works any longer.  It's not the lamps, I've replaced them.  Can't get manufacturer to return my email or any contact what-so-ever. Thinking this was a mistake to purchase.
UPDATE - Spoke to Z Line, they are sending out a new transformer that I will be able to swap out (thank goodness for the three year warranty). I've upped this to three stars for the friendly customer service.  Still think (if it is the transformer) that it should last more than eight months.  We'll see what the new part can do.",01-30-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,1,Super upsetting when Im so close to closing on my,"Fan doesnt even work!!!! Super upsetting when Im so close to closing on my house, now lights went out!!!! Ridiculous!!!",01-25-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,1,One Star,It had a Very Large dent in it though it claimed to be as new.  I returned it.,01-25-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,Discolored,I really like the hood but there is discoloration around the buttons (maybe from sticker).  I cannot get it off and have tried stainless steal cleaner.  Its driving me crazy! Any recommendations?,01-20-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Works Well.,Works fine. It does take some effort to installed. But we have had it for several months now and it is working very good. Good power on the fan.,01-18-2018
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,4,asthetically looks good. price was reasonable,"asthetically looks good. price was reasonable. I figured it wouldn't be that loud but boy was I wrong; its quite loud. I was on a budget so I purchased it but in the future will definitely look into a much quieter vent.

overall though I have to give it a 4 star since it met all the other parameters I desired",12-11-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,4,Loud..,"Works greats and looks really nice, just a little loud...",09-28-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,What Amazon sent us and what we bought were two ...,What Amazon sent us and what we bought were two different things. The specifically bought this unit because it showed that the lights were in the front of the unit and not in the back. What we received has lights in the back. The model shown on the site has a distinctive edge between the bottom and where it angles up but the one we received has a sloped edge. Unfortunately we didn't know this until it was installed and now it's too late to do anything about it. Buyer beware!,09-18-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,The hood is very noisy but the sucking power is ...,"The hood is very noisy but the sucking power is not powerful.
also one of the handles keeps coming off and won't stay where it should.",09-11-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,4,Very simple install and looks beautiful. It does use a 3-prong power plug that ...,Very simple install and looks beautiful. It does use a 3-prong power plug that we spliced to hardwire into the house power. Expecting for a customer to use a wall outlet to power this is silly.,09-11-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,Love the look and the finish,Love the look and the finish.  It is however very loud.  The first one I received was damaged and had to be returned.  Amazon got another one to me right away.  Great hood just wish it wasn't so loud.,09-08-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,looks great still been 2-years now,08-19-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,look and fit great and its run quiet. money well spend on this one,08-11-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,Love it! Everyone loves it!,07-31-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,4,Turned out real nice and worked as it should from when I received ...,"Needed a range hood and after looking at reviews online I bought this.  Turned out real nice and worked as it should from when I received it and when it was installed.  It's loud but not as bad as some reviews say.  I would consider the noise level on par with standard vent fans, maybe a touch less but very good air flow.  Even on the lowest fan setting it holds a paper napkin.
My only gripe is it likes smudges.  Not sure if this is normal because its stainless.  I really like this range hood.  Hopefully it will last a long time",07-28-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,1,I'll look elsewhere for a better product. Bottom line,"Box came with one strip of tattered tape keeping it from opening/falling apart. Inside, the box was missing instructions and the installation kit - making me wonder if someone did open the box to look inside and perhaps forgot to put back the missing accessories. In addition, the chimney, which came as two pieces (a surprise to me from looking at the picture) was painted white, not stainless steel. Finally, several key parts were cheap plastic. Not really the product I expected from reading the reviews. I immediately taped the box closed and notified Amazon that I am returning it for a refund. I'll look elsewhere for a better product. Bottom line, the product looks better in the picture than in reality. Buyer beware.",07-07-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,... to call amazon for an exchange which they were awesome about. However here are the issues,"I just received this and its not even installed yet and I had to call amazon for an exchange which they were awesome about. However here are the issues; the trunk of the hood is white and not stainless steel as advertised and in images; also the trunk is only 31 inches long, and I have a 9 foot ceiling, and its 8 inches too short and that even after we place it 35 inches above the range and its only suggested at 30 inches.",07-05-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,High quality built!!! Very pleased,05-28-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,which is fine - vibrates in some settings,#NAME?,05-24-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,Poor design and quality.,"Fan not very powerful even at the highest speed. Buttons on and off are not intuitive, including the different speed settings. Covers (there is no filter but set of three steel slats covers) don't easily spring and fit/lock - poor design and quality.
Overall, not happy.",05-23-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Looks amazing and works perfect,Looks amazing and works perfect. Helps if you have some mechanical ability. Had to cut the chimney to accommodate my vaulted ceiling,05-22-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,Warning:  Plug in and test  first before installing!!!,"Rangehood looked nice when opened.  Installed only to find it making a humming noise and not operating.  I called the manufacturer and they told me that the 3 year warranty is void if I don't plug it in first and try it (did not see that in the fine print).  So the warranty is only good if you don't use it????  I did set up a return with Amazon who handled it very professionally and I had a new one to me in 2 days.  Unfortunately, the new one had a dent in the side.  I can't be bothered to go through this again so I'm keeping it.  The new one does seem to run fine and the dent is on the side/back so not to noticeable.  Overall,  very happy with Amazon.  Not happy with Z line customer service",05-15-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,1,Completely inefficient.,"After going back and forth with my installer about why the hood wasn't working properly. And having everything double checked to be installed properly.  I have come to the conclusion that it is simply that the hood is a terrible product. Complete waste of money. When cooking the kitchen instantly fills up with smoke, even when the hood is on the highest setting.",05-08-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,Attractive but noisy,"I bought this range hood because it is very attractive and the perfect size and the reviews said it was quiet. I love the looks, looks great in my kitchen but it is NOT quiet. Even on low it is very loud. I can not hear conversation going on around me. In my old house I had a super quiet range hood and was hoping for the same level of non-noise. If anybody knows of a way to make it less loud let me know and make me the happiest person alive.",05-08-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Beautiful,Very cool minimalist design. Profile is so narrow it practically disappears which is exactly what I wanted.,05-03-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,4,Four Stars,I love the look and function of this range hood.  It also comes with a great warranty.,05-01-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Five Stars,Looks stylish and looks great in our newly remodeled kitchen.,04-30-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,Great service from the manufacturer,They replaced the damaged one I received. Great service from the manufacturer.,04-19-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,3,Does not have LED lights as described.,"A very attractive hood.  Easy to install.  Fairly quiet.  The product description is incorrect when it says: ""2-Watt to 3-Watt NEW ADJUSTABLE LED Lights"".  The lights are halogen (M11- 20watt).  One burned out the first month after I installed it.  I was disappointed to have to deal with expensive halogen bulbs that do not last very long when I was expecting LED's.",04-08-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,2,Don't know if I like it because Amazon Home Services left me hanging!!!,"I don't know if I like this or not because at checkout I chose Amazon Home Service for installation.  I was hesitant to do so but all of my Amazon experiences have been positive so I figured that they use contractors and installation professionals that have proven to be reliable, properly insured, etc.  I was asked at checkout if this was replacing an existing vent hood or was this a brand new installation requiring duct work to be run.  I chose ""brand new installation"" as my prior over the range microwave was recirculating only, not ducted to the outside.
My install was scheduled for a Friday.  I took the day off work.  As the end of the appointment window drew near and still no contractor, the contractor called to say that they would be late.  She also asked if the crew would have access to the attic.  I explained that I live in a two story house, the ductwork wouldn't be run through the attic, it would have to be vented out the side of the house.  Three hours later she called back to say they would have to reschedule for the next day at 9:00 am.  On Saturday I cancelled two other personal appointments so that I could wait for the contractor.  When they showed up they were very confused that there was no duct.  They called their supervisor, the same woman I had three conversations with already, and put me on the phone with her.  She said that they could not do the work because there was no duct and running a duct required a permit.  I asked her if they could pull a permit on Monday and reschedule and she said no, the homeowner is supposed to get the permit ahead of time and they don't pull permits.  I asked her if I got a permit would they come back and she said no, they don't do permit work. I told her that in all the work I have ever had done to my house, I had never been asked by a contractor to pull my own permit.  We ended the conversation.  I jumped online to my City's website and they don't require a permit.  The website also stated they only issue permits to the contractor performing the work, not to homeowners unless the homeowner was completing the work themselves.  I looked at several neighboring city's websites and they said much the same.  So apparently this contractor doesn't really know what they are talking about or what they are doing.  I assumed that Amazon would have vetted the contractors they use.  I cannot believe that Amazon is letting their brand be tarnished by incompetent contractors.  For all I know this contractor isn't even properly insured.  NEVER NEVER NEVER again will I trust Amazon Home Services and I will tell everyone to steer clear.  I'm currently looking for a contractor and if push comes to shove, I will buy a six inch hole saw and do it myself.",04-01-2017
https://www.amazon.com/KB-36-Stainless-Steel-Mount-36-Inch/dp/B00E4O0R3I/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,1,Appliances,"ZLINE 36"" Convertible Vent Wall Mount Range Hood in Stainless Steel (KB-36)",4.2,5,"Good for short drop celings , Love it.","I Love it. I bought this to replace my ugly under cabinet hood in my old outdated kitchen. . I took the cabinet out that had 4 simple screws. I have a real short drop ceiling and was told this would not fit. I even called Zline and they were not sure it would fit and actually sugested another model. Well its simple, i just cut the chimney length, the chimney was cut to 6 inches and i still have the proper clearance to the stove as per the manufacture and Zline. I also installed the optional crown molding so your cut on the chimney does not have to be perfect, the molding hides it. I easily installed this myself.  Here is a picture incase im not making my self clear.

Cons: Lights are hot to the touch and not very bright",03-29-2017
